fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,Connecticut,Capitol Planning Region,02,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing,09110,NA,Not Available,Residential,Detailed Project Description Not Available,305000,1
2026,Connecticut,Capitol Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,CONSUMER REAL ESTATE FINANCE CO,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09110,NA,Not Available,Residential,Detailed Project Description Not Available,308080,1
2026,Connecticut,Capitol Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09110,NA,Not Available,Residential,Detailed Project Description Not Available,378787,1
2026,Connecticut,Capitol Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,STG MORTGAGE INC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09110,NA,Not Available,Residential,Detailed Project Description Not Available,181818,1
2026,Connecticut,Capitol Planning Region,02,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,09110,NA,Not Available,Residential,Detailed Project Description Not Available,20000,2
2026,Connecticut,Capitol Planning Region,05,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MAPLE GLEN APTS C/O MJKH PROPERTY,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09110,NA,Not Available,Residential,Detailed Project Description Not Available,226362,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,01,Community Facilities,Grant (CF),06416,Not Persistent Poverty Community,ADELBROOK BEHAVIORAL AND DEVELOPMENTAL SERVICES,FY24 CDS ADELBROOK BEHAVIORAL,Grant Funds,Cromwell,Not Applicable,CPF/CDS - CF,Health Care and Social Assistance,09130,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,Commercial,"This Rural Development investment will finance the construction of a paved parking lot for Aldelbrook Behavioral and Developmental Services in Cromwell, CT. The grant of $380,000 will support improved access to special education facilities serving the residents of the state of Connecticut.",380000,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,01,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,REILLY MANOR,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,194663,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,01,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"NORTHEAST HOME LOAN, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,361616,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,AMBLESIDE APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,507374,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CHERRY HILL APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,120287,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LAFAYETTE GREEN,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,375360,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SAFE HARBOR,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,132701,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"NORTHEAST HOME LOAN, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,321212,1
2026,Connecticut,Lower Connecticut River Valley Planning Region,02,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,09130,NA,Not Available,Residential,Detailed Project Description Not Available,13396,2
2026,Connecticut,Naugatuck Valley Planning Region,03,Business Programs,Advanced Biofuel Payment Program,06484,Not Persistent Poverty Community,"KOLMAR AMERICAS, INC.",NOT AVAILABLE,Grant Funds,Shelton,Not Applicable,GRANT FOR PROD OF ADV BIOFUEL,Other or Not Defined,09140,NA,Not Available,Commercial,Detailed Project Description Not Available,31750,1
2026,Connecticut,Naugatuck Valley Planning Region,04,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,09140,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
2026,Connecticut,Naugatuck Valley Planning Region,05,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,ELI TERRY RETIREMENT CENTER 20 EAST ORCHARD ST,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09140,NA,Not Available,Residential,Detailed Project Description Not Available,161764,1
2026,Connecticut,Naugatuck Valley Planning Region,05,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GRACE MEADOWS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09140,NA,Not Available,Residential,Detailed Project Description Not Available,251305,1
2026,Connecticut,Naugatuck Valley Planning Region,05,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GROVE MANOR,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09140,NA,Not Available,Residential,Detailed Project Description Not Available,154461,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Business Programs,Advanced Biofuel Payment Program,06277,Not Persistent Poverty Community,FORT HILL AG-GRID LLC,NOT AVAILABLE,Grant Funds,Thompson,Not Applicable,GRANT FOR PROD OF ADV BIOFUEL,Other or Not Defined,09150,NA,Not Available,Commercial,Detailed Project Description Not Available,200,2
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CALEB EASTWIND LLC,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,229423,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CAMPBELL HEIGHTS APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,131331,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CEDAR VIEW VILLAGE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,243660,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,DANA COURT C/O RESIDENTIAL,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,135314,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,KNOLL BROOK VILLAGE C/O RURAL CONSULTNG & MANAGEMENT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,96068,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LITTLE RIVER ACRES C/O RURAL CONS MGMT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,383339,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MOOSUP MANOR APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,83788,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,PRIMROSE VILLAGE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,227769,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,RIVERBEND APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,238881,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SALEM VILLAGE II,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,190222,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY VERY LOW INCOME,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,180000,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"AMERICAN FINANCIAL NETWORK, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,267676,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPT CO,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,693939,2
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,GUARANTEED RATE INC.,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,1027271,3
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"PARAMOUNT RESIDENTIAL MORTGAGE GROUP,INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,469696,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"PROSPERITY HOME MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,313131,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,T2 FINANCIAL LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,651413,2
2026,Connecticut,Northeastern Connecticut Planning Region,02,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,09150,NA,Not Available,Residential,Detailed Project Description Not Available,19750,2
2026,Connecticut,Northeastern Connecticut Planning Region,02,Water and Environmental,Direct Loan and Grant (WEP),06234,Not Persistent Poverty Community,Town of Brooklyn,FY'25 Pump Station Replacement,Grant Funds,Brooklyn,Not Applicable,(COMB LOAN & GRANT) WASTE DISPOSAL ONLY,Utilities,09150,NA,Not Available,Commercial,"This Rural Development investment will be used to replace the outdated, existing pump station in the town of Brooklyn, CT. The existing pump station is nearing the end of its useful life, risking potential failure. The proposed replacement of the pump station will improve the efficiency of the wastewater treatment process for Brooklyn and ensure the safe processing of Brooklyn's wastewater. This will serve the 883 residential and 114 commercial users of Brooklyn's wastewater system.",520000,1
2026,Connecticut,Northeastern Connecticut Planning Region,02,Water and Environmental,Direct Loan and Grant (WEP),06234,Not Persistent Poverty Community,Town of Brooklyn,FY'25 Pump Station Replacement,Loan Funds - Direct,Brooklyn,Not Applicable,(COMB LOAN & GRANT) WASTE DISPOSAL ONLY,Utilities,09150,NA,Not Available,Commercial,"This Rural Development investment will be used to replace the outdated, existing pump station in the town of Brooklyn, CT. The existing pump station is nearing the end of its useful life, risking potential failure. The proposed replacement of the pump station will improve the efficiency of the wastewater treatment process for Brooklyn and ensure the safe processing of Brooklyn's wastewater. This will serve the 883 residential and 114 commercial users of Brooklyn's wastewater system.",2894000,1
2026,Connecticut,Northwest Hills Planning Region,05,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,BANTAM VILLAGE RESIDENTIAL MGMT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09160,NA,Not Available,Residential,Detailed Project Description Not Available,453796,1
2026,Connecticut,Northwest Hills Planning Region,05,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,SARUM VILLAGE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,09160,NA,Not Available,Residential,Detailed Project Description Not Available,88600,1
2026,Connecticut,South Central Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CONCORD MEADOWS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09170,NA,Not Available,Residential,Detailed Project Description Not Available,427175,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Business Programs,Rural Microentrepreneur Assistance Program (RMAP),06340,Not Persistent Poverty Community,"SOUTHEASTERN CT ENTERPRISE REGION, CORP",SECTER RMAP FY2026 RLF,Grant Funds,Groton,Not Applicable,DISCRETION ASSIST MICROPENTERPRENUERS,Finance and Insurance,09180,525990,OTHER FINANCIAL VEHICLES,Commercial,"This Rural Development investment will be used to assist Southeastern CT Enterprise Region (SeCTer); a microenterprise development organization to provide technical assistance to rural micro entrepreneurs and microenterprises located in New London & Windham Counties, CT. The grant funds of $100,000 will be used to provide training and technical assistance to microloan borrowers and micro entrepreneurs to help them qualify for rural microloans through the Rural Microentrepreneur Assistance Program.",100000,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Business Programs,Rural Microentrepreneur Assistance Program (RMAP),06340,Not Persistent Poverty Community,"SOUTHEASTERN CT ENTERPRISE REGION, CORP",SECTER RMAP FY2026 RLF,Loan Funds - Direct,Groton,Not Applicable,DISCRETIONARY RMAP LOANS,Finance and Insurance,09180,525990,OTHER FINANCIAL VEHICLES,Commercial,"This Rural Development investment will be used to assist Southeastern CT Enterprise Region (SeCTer); a microenterprise development organization to provide technical assistance to rural micro entrepreneurs and microenterprises located in New London & Windham Counties, CT. The grant funds of $100,000 will be used to provide training and technical assistance to microloan borrowers and micro entrepreneurs to help them qualify for rural microloans through the Rural Microentrepreneur Assistance Program.",500000,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GAN-ADEN,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,556074,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GAN-ADEN COLCHESTER,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,136996,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GAN-ADEN SOUTH,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,541410,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,GAN-ADEN TOO,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,555174,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,INDIAN RIDGE I,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,50865,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,JORDAN BROOK TERRACE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,211988,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,LEDGEWOOD APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,239951,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MYSTIC RIVER HOMES,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,226282,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NUTMEG PARK,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,146007,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,STONE RIDGE ESTATES,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,114497,1
2026,Connecticut,Southeastern Connecticut Planning Region,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,TWIN HAVEN WATERFORD,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,09180,NA,Not Available,Residential,Detailed Project Description Not Available,176421,1
