fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,svi_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_code,naics_description,project_announced_description,investment_dollars,number_of_investments
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,CHICKASAW COMMUNITY BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,450365,5
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST WESTERN MTG INC.,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,67474,1
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"FLAT BRANCH MORTGAGE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,534745,5
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"GO MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,142727,1
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,OPEN MORTGAGE LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,61111,1
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,SIMMONS BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,59090,1
2019,Oklahoma,Adair,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,UNITED FIDELITY FUNDING CORPORATION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40001,NA,Not Available,Detailed Project Description Not Available,219191,2
2019,Oklahoma,Alfalfa,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,HUNTER GREEN APTS OF HELENA,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),40003,NA,Not Available,Detailed Project Description Not Available,7958,1
2019,Oklahoma,Alfalfa,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,FINANCIAL CONCEPTS MORTGAGE LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40003,NA,Not Available,Detailed Project Description Not Available,141414,1
2019,Oklahoma,Atoka,02,Community Facilities,Economic Impact Grants (CF),74525,Not Socially Vulnerable,TUSHKA PUBLIC SCHOOLS,SCHOOL BUS AND VEHICLE,Grant Funds,Atoka,Not Applicable,ECONOMIC IMPACT INITIATIVE GRANTS,Transportation and Warehousing (48-49),40005,48541,SCHOOL AND EMPLOYEE BUS TRANSPORTATION,Detailed Project Description Not Available,50000,1
2019,Oklahoma,Atoka,02,Community Facilities,Economic Impact Grants (CF),74525,Socially Vulnerable,ATOKA COUNTY,SECURITY EQUIPMENT,Grant Funds,Atoka,Not Applicable,ECONOMIC IMPACT INITIATIVE GRANTS,Public Administration (92),40005,92213,LEGAL COUNSEL AND PROSECUTION,Detailed Project Description Not Available,27500,1
2019,Oklahoma,Atoka,02,Community Facilities,Grants (CF),74525,Socially Vulnerable,ATOKA COUNTY,SHERIFF'S DEPARTMENT,Grant Funds,Atoka,Not Applicable,CF GRANTS,Public Administration (92),40005,92218,POLICE CAR,Detailed Project Description Not Available,50000,1
2019,Oklahoma,Atoka,02,Community Facilities,Grants (CF),74525,Socially Vulnerable,TOWN OF TUSHKA,EQUIPMENT FOR POLICE DEPARTMEN,Grant Funds,Atoka,Not Applicable,CF GRANTS,Other or Not Defined,40005,9991,OTHER FIRE/RESCUE & PUBLIC SAFETY RELATED SERVICES,Detailed Project Description Not Available,5300,1
2019,Oklahoma,Atoka,02,Community Facilities,Grants (CF),74569,Not Socially Vulnerable,STRINGTOWN PUBLIC SCHOOLS,HVAC FOR GYMNASIUM,Grant Funds,Stringtown,Not Applicable,CF GRANTS,Educational Services (61),40005,61111,ELEMENTARY AND SECONDARY SCHOOLS,Detailed Project Description Not Available,50000,1
2019,Oklahoma,Atoka,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,SAVANNAH PARK OF ATOKA APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),40005,NA,Not Available,Detailed Project Description Not Available,113956,1
2019,Oklahoma,Atoka,02,Single Family Housing,Direct Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - SELF HELP SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing (53),40005,NA,Not Available,Detailed Project Description Not Available,136000,1
2019,Oklahoma,Atoka,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,GATEWAY FIRST BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40005,NA,Not Available,Detailed Project Description Not Available,83838,1
2019,Oklahoma,Atoka,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,OPEN MORTGAGE LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40005,NA,Not Available,Detailed Project Description Not Available,63636,1
2019,Oklahoma,Atoka,02,Water and Environmental,SEARCH - Special Evaluation Assistance for Rural Communities and Households Grant (WEP),74525,Socially Vulnerable,Atoka Co RWD #2,2019 SEARCH Grant,Grant Funds,Atoka,Not Applicable,(GRANT ONLY) SEARCH GRANTS WASTE ONLY,Utilities (22),40005,NA,Not Available,Detailed Project Description Not Available,30000,1
2019,Oklahoma,Beaver,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,KD RENTALS,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40007,NA,Not Available,Detailed Project Description Not Available,3552,1
2019,Oklahoma,Beaver,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,KD RENTALS LLC,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40007,NA,Not Available,Detailed Project Description Not Available,3552,1
2019,Oklahoma,Beaver,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CMG MORTGAGE, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40007,NA,Not Available,Detailed Project Description Not Available,156565,1
2019,Oklahoma,Beckham,03,Business Programs,Business and Industry Loan Guarantees (B&I) (BP),73644,Not Socially Vulnerable,"AGASI MAA INN, INC.",FY19 BI REFINANCE,Loan Funds - Guaranteed,Elk City,CITIZENS BANK,GUARANTEED B&I 3% FEE LOAN,Accommodation and Food Services (72),40009,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,Detailed Project Description Not Available,3974645,1
2019,Oklahoma,Beckham,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,COLUMBIA VLG APTS C/O ARZON DEV,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,105898,1
2019,Oklahoma,Beckham,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CLICK N' CLOSE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,612220,6
2019,Oklahoma,Beckham,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"INTERLINC MORTGAGE SERVICES, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,968935,9
2019,Oklahoma,Beckham,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"ROCKET MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,55555,1
2019,Oklahoma,Beckham,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,CHICKASAW COMMUNITY BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,212121,1
2019,Oklahoma,Beckham,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CLICK N' CLOSE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,410100,3
2019,Oklahoma,Beckham,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"INTERLINC MORTGAGE SERVICES, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,588129,4
2019,Oklahoma,Beckham,03,Single Family Housing,Repair Grants (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing (53),40009,NA,Not Available,Detailed Project Description Not Available,2332,1
2019,Oklahoma,Blaine,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,EASTVIEW FAMILY HOUSING LP,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,92351,1
2019,Oklahoma,Blaine,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,GRAND VALLEY APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,6236,1
2019,Oklahoma,Blaine,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,KD RENTALS LLC,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,3000,1
2019,Oklahoma,Blaine,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,BANCFIRST,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,151282,1
2019,Oklahoma,Blaine,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"BOKF, NA",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,83232,1
2019,Oklahoma,Blaine,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,CHICKASAW COMMUNITY BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,116161,1
2019,Oklahoma,Blaine,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,FLAGSTAR BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,116161,1
2019,Oklahoma,Blaine,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,MORTGAGE INVESTMENT SERVICES CORPORATION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,126262,1
2019,Oklahoma,Blaine,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"MOVEMENT MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40011,NA,Not Available,Detailed Project Description Not Available,150505,1
2019,Oklahoma,Bryan,02,Business Programs,Rural Energy for America Program Renewable Energy Systems and Energy Efficiency Improvement Loans and Grants,73449,Not Socially Vulnerable,"ROLL-OFFS OF AMERICA, INC.",FY19 REAP GRANT LED LIGHTING,Grant Funds,Mead,Not Applicable,REAP-MAND ENERGY EFF IMPROV GRANTS,Manufacturing (31-33),40013,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,Detailed Project Description Not Available,27331,1
2019,Oklahoma,Bryan,02,Community Facilities,Grants (CF),74726,Socially Vulnerable,ROCK CREEK PUBLIC SCHOOLS,UTILITY TRACTOR/MOWER PROJECT,Grant Funds,Bokchito,Not Applicable,CF GRANTS,"Professional, Scientific, and Technical Services (54)",40013,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",Detailed Project Description Not Available,29900,1
2019,Oklahoma,Bryan,02,Community Facilities,Technical Assistance and Training Grants (CF),74702,Socially Vulnerable,SOUTHERN OKLAHOMA DEVELOPMENT ASSOCIATION,FY 2019 TECHNICAL ASSISTANCE F,Grant Funds,Durant,Not Applicable,CF TAT GRANT (SECTION 6006),Other or Not Defined,40013,4,APPALACHIAN REG. COMMISSION GRANT (ARC) - CF,Detailed Project Description Not Available,95000,1
2019,Oklahoma,Bryan,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,LARKSPUR VILLAGE,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,2760,1
2019,Oklahoma,Bryan,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,REYNOLDS - VILLAGE CALERA,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,4554,3
2019,Oklahoma,Bryan,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,UNIVERSITY MANOR DUPLEXES,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,9456,5
2019,Oklahoma,Bryan,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,GATEWAY VILLAGE APT,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,1140,1
2019,Oklahoma,Bryan,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,RETIREMENT RANCH,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,56159,1
2019,Oklahoma,Bryan,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,REYNOLDS - FIRST STREET II,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,4536,1
2019,Oklahoma,Bryan,02,Single Family Housing,Direct Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - SELF HELP SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,268000,2
2019,Oklahoma,Bryan,02,Single Family Housing,Direct Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - SELF HELP SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,140000,1
2019,Oklahoma,Bryan,02,Single Family Housing,Direct Loans (SFH),Zip Code Withheld,Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - SELF HELP SUBSIDY VERY LOW INCOME,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,157500,1
2019,Oklahoma,Bryan,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"AMERICAN FINANCIAL NETWORK, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,127272,1
2019,Oklahoma,Bryan,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,CHICKASAW COMMUNITY BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,146464,1
2019,Oklahoma,Bryan,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CLICK N' CLOSE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,47474,1
2019,Oklahoma,Bryan,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST UNITED BANK AND TRUST COMPANY,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,409487,3
2019,Oklahoma,Bryan,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,GATEWAY FIRST BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,1055198,8
2019,Oklahoma,Bryan,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,GUILD MORTGAGE COMPANY LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),40013,NA,Not Available,Detailed Project Description Not Available,732775,6
