fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,persistent_poverty_community_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_national_industry_code,naics_national_industry,portfolio_type,project_announced_description,investment_dollars,number_of_investments
2026,New York,Allegany,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,EVERETT FINANCIAL INC.,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,166666,1
2026,New York,Allegany,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,HOMESTEAD FUNDING CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,95950,1
2026,New York,Allegany,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"NATIONWIDE MORTGAGE BANKERS, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,171717,1
2026,New York,Allegany,23,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
2026,New York,Allegany,23,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
2026,New York,Allegany,23,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,489,1
2026,New York,Allegany,23,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 LOAN,Real Estate and Rental and Leasing,36003,NA,Not Available,Residential,Detailed Project Description Not Available,7450,1
2026,New York,Bronx,13,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Persistent Poverty Community,Name Withheld,DAVIDSON APT. LLC,Grant Funds,City Name Withheld,Not Applicable,MFH REVITALIZATION - TENANT VOUCHERS,Real Estate and Rental and Leasing,36005,NA,Not Available,Residential,Detailed Project Description Not Available,17016,1
2026,New York,Broome,19,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,VALLEY VIEW APTS C/O CRM MANAGEMENT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,188544,1
2026,New York,Broome,19,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,COMMUNITY BANK NA,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,156565,1
2026,New York,Broome,19,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,CROSS COUNTRY MORTGAGE LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,270218,1
2026,New York,Broome,19,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,MAGNOLIA BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,189898,1
2026,New York,Broome,19,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"PRIME LENDING, A PLAINS CAPITAL CO.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,149494,1
2026,New York,Broome,19,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
2026,New York,Broome,19,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,2778,1
2026,New York,Broome,19,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36007,NA,Not Available,Residential,Detailed Project Description Not Available,15000,1
2026,New York,Cattaraugus,23,Multifamily Housing,Preservation (MFH),14731,Not Persistent Poverty Community,"CATTARAUGUS COMM. ACTION, INC.",ELLICOTTVILLE TERRACES,Grant Funds,Ellicottville,Not Applicable,REVITALIZATION GRANT,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,"This Rural Development investment will be used to rehabilitate Ellicottville Terraces, an elderly multifamily housing complex in Ellicottville, New York. The project will go through significant renovations and improve the living conditions for all the current and future tenants. This project consists of 40 one-bedroom units.",103600,1
2026,New York,Cattaraugus,23,Multifamily Housing,Preservation (MFH),14731,Not Persistent Poverty Community,"CATTARAUGUS COMM. ACTION, INC.",ELLICOTTVILLE TERRACES,Loan Funds - Direct,Ellicottville,Not Applicable,REVITALIZATION BULLET /  SOFT SECOND LOAN,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,"This Rural Development investment will be used to rehabilitate Ellicottville Terraces, an elderly multifamily housing complex in Ellicottville, New York. The project will go through significant renovations and improve the living conditions for all the current and future tenants. This project consists of 40 one-bedroom units.",2296400,1
2026,New York,Cattaraugus,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,ASPEN MANOR,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,5843,1
2026,New York,Cattaraugus,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CRANBERRY COURT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,119856,1
2026,New York,Cattaraugus,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,DELEVAN VILLAGE APT,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,136026,1
2026,New York,Cattaraugus,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,EMERALD HILLS APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,225625,1
2026,New York,Cattaraugus,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,RANDOLPH CTRY EST,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,98466,1
2026,New York,Cattaraugus,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,RANDOLPH TERRACE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,7548,1
2026,New York,Cattaraugus,23,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,350260,2
2026,New York,Cattaraugus,23,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY VERY LOW INCOME,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,369970,3
2026,New York,Cattaraugus,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"AMERICAN FINANCIAL NETWORK, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,120454,1
2026,New York,Cattaraugus,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,EVERETT FINANCIAL INC.,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,2235406,18
2026,New York,Cattaraugus,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"MOVEMENT MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,171717,1
2026,New York,Cattaraugus,23,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,20000,2
2026,New York,Cattaraugus,23,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,73455,8
2026,New York,Cattaraugus,23,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36009,NA,Not Available,Residential,Detailed Project Description Not Available,25420,2
2026,New York,Cayuga,24,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,FOX SENIORS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,7600,1
2026,New York,Cayuga,24,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,HILLVIEW TERRACE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,18806,1
2026,New York,Cayuga,24,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,MILLSTREAM COURT I,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,40794,1
2026,New York,Cayuga,24,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,VIL MANOR APTS I,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,136456,1
2026,New York,Cayuga,24,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,252300,1
2026,New York,Cayuga,24,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,MAGNOLIA BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,227272,1
2026,New York,Cayuga,24,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"MOVEMENT MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,289494,2
2026,New York,Cayuga,24,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,PREMIUM MORTGAGE CORP.,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,159595,1
2026,New York,Cayuga,24,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"PRIME LENDING, A PLAINS CAPITAL CO.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,167979,1
2026,New York,Cayuga,24,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,20000,2
2026,New York,Cayuga,24,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,13412,2
2026,New York,Cayuga,24,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,15935,2
2026,New York,Cayuga,24,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 LOAN,Real Estate and Rental and Leasing,36011,NA,Not Available,Residential,Detailed Project Description Not Available,6352,1
2026,New York,Chautauqua,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,CARROLL MANOR I,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,8407,1
2026,New York,Chautauqua,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,HANOVER HILL,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,172610,1
2026,New York,Chautauqua,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NORTH HAVEN APTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,197620,1
2026,New York,Chautauqua,23,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,WILLOWBROOK MANOR,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,86546,1
2026,New York,Chautauqua,23,Single Family Housing,Direct Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,502 LOAN - GENERAL INTEREST SUBSIDY LOW & OTHER INCOME,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,107910,1
2026,New York,Chautauqua,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,AMERICU CREDIT UNION,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,212121,1
2026,New York,Chautauqua,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"PRIME LENDING, A PLAINS CAPITAL CO.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,111111,1
2026,New York,Chautauqua,23,Single Family Housing,Guaranteed Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Guaranteed,City Name Withheld,"UNITED WHOLESALE MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOAN WITH ANNUAL FEES,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,147650,1
2026,New York,Chautauqua,23,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,10000,1
2026,New York,Chautauqua,23,Single Family Housing,Repair Grant (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,3325,1
2026,New York,Chautauqua,23,Single Family Housing,Repair Loan (SFH),Zip Code Withheld,Not Persistent Poverty Community,Name Withheld,NOT AVAILABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing,36013,NA,Not Available,Residential,Detailed Project Description Not Available,37400,1
2026,New York,Chautauqua,23,Water and Environmental,Direct Loan and Grant (WEP),14063,Not Persistent Poverty Community,"Pomfret, Town of",Berry Road Watermain Replacement,Grant Funds,Fredonia,Not Applicable,(COMB LOAN & GRANT) WATER ONLY,Utilities,36013,NA,Not Available,Commercial,"This Rural Development (RD) investment will be used to construct a water main replacement project in the Town of Pomfret, which is located in Chautauqua County, New York. This project will benefit the town residents by replacing deteriorating pipe infrastructure and will improve the health, welfare, and safety of the residents. This project will also contribute to the long-term sustainability of the town's water infrastructure. The total project costs are $2,260,000 with $6,000 in applicant contribution, $1,261,000 in Rural Development direct loan funds and $993,000 direct grant funds. No other funding sources have been identified for this project.",993000,1
2026,New York,Chautauqua,23,Water and Environmental,Direct Loan and Grant (WEP),14063,Not Persistent Poverty Community,"Pomfret, Town of",Berry Road Watermain Replacement,Loan Funds - Direct,Fredonia,Not Applicable,(COMB LOAN & GRANT) WATER ONLY,Utilities,36013,NA,Not Available,Commercial,"This Rural Development (RD) investment will be used to construct a water main replacement project in the Town of Pomfret, which is located in Chautauqua County, New York. This project will benefit the town residents by replacing deteriorating pipe infrastructure and will improve the health, welfare, and safety of the residents. This project will also contribute to the long-term sustainability of the town's water infrastructure. The total project costs are $2,260,000 with $6,000 in applicant contribution, $1,261,000 in Rural Development direct loan funds and $993,000 direct grant funds. No other funding sources have been identified for this project.",1261000,1
2026,New York,Chautauqua,23,Water and Environmental,Direct Loan and Grant (WEP),14063,Not Persistent Poverty Community,"Pomfret, Town of",Chestnut Rd Water Main Replacement,Grant Funds,Fredonia,Not Applicable,(COMB LOAN & GRANT) WATER ONLY,Utilities,36013,NA,Not Available,Commercial,"This Rural Development (RD) investment will be used to construct a water main replacement project in the Town of Pomfret, which is located in Chautauqua County, New York. This project will benefit the town residents by replacing deteriorating pipe infrastructure and will improve the health, welfare, and safety of the residents. This project will also contribute to the long-term sustainability of the town's water infrastructure. The total project costs are $960,000 with $6,000 in applicant contribution, $545,000 in Rural Development direct loan funds and $409,000 in Rural Development grant funds. No other funding sources have been identified for this project.",409000,1
