fiscal_year,state_name,county,congressional_district,program_area,program,zip_code,svi_status,borrower_name,project_name,investment_type,city,lender_name,funding_code,naics_industry_sector,county_fips,naics_code,naics_description,project_announced_description,investment_dollars,number_of_investments
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,GERSHMAN INVESTMENT CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,142847,1
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"HOMESERVICES LENDING, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,116161,1
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"INLANTA MORTGAGE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,85858,1
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,IOWA BANKERS MTG CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,168686,2
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,LINCOLN SAVINGS BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,184848,1
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"NEW AMERICAN FUNDING, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,93282,1
2019,Iowa,Adair,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,OPEN MORTGAGE LLC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19001,NA,Not Available,Detailed Project Description Not Available,104929,1
2019,Iowa,Adams,03,Business Programs,Rural Business Development Grants (RBDG),50841,Not Socially Vulnerable,"ADAMS COUNTY, IOWA",RBDG FY19 HOTEL ACCESS ROAD,Grant Funds,Corning,Not Applicable,RBCS ENTERPRISE GRANTS,Public Administration (92),19003,921120,LEGISLATIVE BODIES,Detailed Project Description Not Available,49697,1
2019,Iowa,Adams,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,PRESCOTT COMMUNITY,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),19003,NA,Not Available,Detailed Project Description Not Available,35232,1
2019,Iowa,Adams,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CASTLE & COOKE MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19003,NA,Not Available,Detailed Project Description Not Available,94949,1
2019,Iowa,Adams,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,IOWA BANKERS MTG CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19003,NA,Not Available,Detailed Project Description Not Available,139028,2
2019,Iowa,Adams,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,PLAINS COMMERCE BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19003,NA,Not Available,Detailed Project Description Not Available,123826,2
2019,Iowa,Adams,03,Single Family Housing,Repair Grants (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing (53),19003,NA,Not Available,Detailed Project Description Not Available,7500,1
2019,Iowa,Adams,03,Single Family Housing,Repair Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 LOAN,Real Estate and Rental and Leasing (53),19003,NA,Not Available,Detailed Project Description Not Available,4905,1
2019,Iowa,Adams,03,Water and Environmental,Predevelopment Planning Grant (WEP),50859,Not Socially Vulnerable,"PRESCOTT, CITY OF",Storm Drain PPG FY19,Grant Funds,Prescott,Not Applicable,(GRANT ONLY) PRE-DEVELOPMENT GRANTS - WASTE ONLY,Utilities (22),19003,NA,Not Available,Detailed Project Description Not Available,6000,1
2019,Iowa,Allamakee,02,Business Programs,Rural Business Development Grants (RBDG),52162,Not Socially Vulnerable,RC&D FOR NE IA INC,FY19 LABORFORCE & BUSINESS TA,Grant Funds,Postville,Not Applicable,RBCS DEVELOPMENT GRANT,Public Administration (92),19005,926110,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,Detailed Project Description Not Available,15000,1
2019,Iowa,Allamakee,02,Business Programs,Rural Energy for America Program Renewable Energy Systems and Energy Efficiency Improvement Loans and Grants,52162,Not Socially Vulnerable,ALLAMAKEE-CLAYTON ELECTRIC COOPERATIVE,FY19 EVLUM LED UPGRADE,Grant Funds,Postville,Not Applicable,"MAND.ENERGY EFFIC IMPROV GRANTS UNDER $20,000",Utilities (22),19005,221122,ELECTRIC POWER DISTRIBUTION,Detailed Project Description Not Available,19978,1
2019,Iowa,Allamakee,02,Business Programs,Rural Energy for America Program Renewable Energy Systems and Energy Efficiency Improvement Loans and Grants,52172,Not Socially Vulnerable,"HUNSTAD, GIL",FY19 204KW BOVIET SOLAR PV,Grant Funds,Waukon,Not Applicable,REAP-MANDATORY RENEW ENERGY SYST GRANTS,Manufacturing (31-33),19005,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,Detailed Project Description Not Available,50000,1
2019,Iowa,Allamakee,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,HOLZHAUS APARTMENTS,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,38818,1
2019,Iowa,Allamakee,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,SOUTHCREST MANOR,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,39870,1
2019,Iowa,Allamakee,02,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,SOUTHRIDGE,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,61082,1
2019,Iowa,Allamakee,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,COMMUNITY SAVINGS BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,111700,1
2019,Iowa,Allamakee,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"FINANCE OF AMERICA MORTGAGE, LLC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,85858,1
2019,Iowa,Allamakee,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"INLANTA MORTGAGE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,109090,1
2019,Iowa,Allamakee,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,IOWA BANKERS MTG CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,183200,2
2019,Iowa,Allamakee,02,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,OLD NATIONAL BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19005,NA,Not Available,Detailed Project Description Not Available,156565,1
2019,Iowa,Appanoose,03,Community Facilities,Direct Loans (CF),52574,Not Socially Vulnerable,"MYSTIC, CITY OF",FY 2019 PUMPER & TANKER TRUCKS,Loan Funds - Direct,Mystic,Not Applicable,COMBINATION CF DIRECT LOAN/GRANT,Public Administration (92),19007,92217,FIRE TRUCKS,Detailed Project Description Not Available,42500,1
2019,Iowa,Appanoose,03,Community Facilities,Economic Impact Grants (CF),52572,Not Socially Vulnerable,MOULTON CITY OF,FD TURNOUT GEAR 2019,Grant Funds,Moulton,Not Applicable,ECONOMIC IMPACT INITIATIVE GRANTS,Wholesale Trade (42),19007,421850,FIRE PROTECTION EQUIPMENT,Detailed Project Description Not Available,3100,1
2019,Iowa,Appanoose,03,Community Facilities,Grants (CF),52555,Not Socially Vulnerable,EXLINE CITY OF,SNOW REMOVAL/MAINTENANCE EQUIP,Grant Funds,Exline,Not Applicable,CF GRANTS,Other or Not Defined,19007,9991,OTHER FIRE/RESCUE & PUBLIC SAFETY RELATED SERVICES,Detailed Project Description Not Available,30000,1
2019,Iowa,Appanoose,03,Community Facilities,Grants (CF),52571,Not Socially Vulnerable,MORAVIA CITY OF,MINI EXCAVATOR PROJECT FY 2018,Grant Funds,Moravia,Not Applicable,CF GRANTS,Construction (23),19007,23413,STREET MAINTENANCE EQUIPMENT,Detailed Project Description Not Available,5077,1
2019,Iowa,Appanoose,03,Community Facilities,Grants (CF),52572,Not Socially Vulnerable,MOULTON CITY OF,FD TURNOUT GEAR 2019,Grant Funds,Moulton,Not Applicable,CF GRANTS,Wholesale Trade (42),19007,421850,FIRE PROTECTION EQUIPMENT,Detailed Project Description Not Available,27600,1
2019,Iowa,Appanoose,03,Community Facilities,Grants (CF),52574,Not Socially Vulnerable,"MYSTIC, CITY OF",FY 2019 PUMPER & TANKER TRUCKS,Grant Funds,Mystic,Not Applicable,COMBINATION CF DIRECT LOAN/GRANT,Public Administration (92),19007,92217,FIRE TRUCKS,Detailed Project Description Not Available,42500,1
2019,Iowa,Appanoose,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,CENTERVILLE HSG INC,Grant Funds,City Name Withheld,Not Applicable,INVENTORY SALES - ELDERLY 2018/2019,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,2636,1
2019,Iowa,Appanoose,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,CENTERVILLE HSG INC,Grant Funds,City Name Withheld,Not Applicable,INVENTORY SALES - FAMILY 2018/2019,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,1334,1
2019,Iowa,Appanoose,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,CENTERVILLE HSG INC,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,80136,2
2019,Iowa,Appanoose,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,MORAVIA COM HOUSING,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,33169,1
2019,Iowa,Appanoose,03,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,MOULTON DEVELOPMENT CORPORATION,Grant Funds,City Name Withheld,Not Applicable,RENEWAL / REPLACEMENT -FAMILY,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,99430,2
2019,Iowa,Appanoose,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,CHICKASAW COMMUNITY BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,102020,1
2019,Iowa,Appanoose,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CLICK N' CLOSE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,279190,3
2019,Iowa,Appanoose,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,GERSHMAN INVESTMENT CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,47303,1
2019,Iowa,Appanoose,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,IOWA BANKERS MTG CORP,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,266766,4
2019,Iowa,Appanoose,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"TOP FLITE FINANCIAL, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,247474,1
2019,Iowa,Appanoose,03,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,US BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,39080,1
2019,Iowa,Appanoose,03,Single Family Housing,Repair Grants (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Grant Funds,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,7500,1
2019,Iowa,Appanoose,03,Single Family Housing,Repair Grants (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,8467,1
2019,Iowa,Appanoose,03,Single Family Housing,Repair Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 COMBINATION LOAN & GRANT,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,7490,1
2019,Iowa,Appanoose,03,Single Family Housing,Repair Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Direct,City Name Withheld,Not Applicable,504 LOAN,Real Estate and Rental and Leasing (53),19007,NA,Not Available,Detailed Project Description Not Available,5767,1
2019,Iowa,Audubon,04,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,AUDUBON FRIENDSHIP,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,44522,1
2019,Iowa,Audubon,04,Multifamily Housing,Rental Assistance (MFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,EXIRA HOME DEV CORP,Grant Funds,City Name Withheld,Not Applicable,RENEWAL  / REPLACEMENT - ELDERLY,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,24007,1
2019,Iowa,Audubon,04,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,CHICKASAW COMMUNITY BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,74242,1
2019,Iowa,Audubon,04,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CLICK N' CLOSE, INC.",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,77777,1
2019,Iowa,Audubon,04,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,"CMG MORTGAGE, INC",SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,114141,1
2019,Iowa,Audubon,04,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,FIRST INTERSTATE BANK,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,45454,1
2019,Iowa,Audubon,04,Single Family Housing,Guaranteed Loans (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Loan Funds - Guaranteed,City Name Withheld,RESIDENTIAL MORTGAGE NETWORK INC,SEC 502 GUARANTEED SINGLE FAMILY HOUSING PURCHASE LOANS - WITH ANNUAL FEES ASSIGNED,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,72727,1
2019,Iowa,Audubon,04,Single Family Housing,Repair Grants (SFH),Zip Code Withheld,Not Socially Vulnerable,Name Withheld,NOT APPLICABLE,Grant Funds,City Name Withheld,Not Applicable,504 GRANT,Real Estate and Rental and Leasing (53),19009,NA,Not Available,Detailed Project Description Not Available,5296,1
2019,Iowa,Audubon,04,Water and Environmental,Direct Loan and Grant (WEP),51543,Not Socially Vulnerable,"Kimballton, City of",Water System Rehab,Grant Funds,Kimballton,Not Applicable,(COMB LOAN & GRANT) WATER ONLY,Utilities (22),19009,NA,Not Available,Detailed Project Description Not Available,1400000,1
2019,Iowa,Audubon,04,Water and Environmental,Direct Loan and Grant (WEP),51543,Not Socially Vulnerable,"Kimballton, City of",Water System Rehab,Loan Funds - Direct,Kimballton,Not Applicable,(COMB LOAN & GRANT) WATER ONLY,Utilities (22),19009,NA,Not Available,Detailed Project Description Not Available,1461000,1
2019,Iowa,Benton,02,Business Programs,Rural Economic Development Loan and Grant (REDLG),52345,Not Socially Vulnerable,EAST-CENTRAL IOWA RURAL ELECTRIC COOP,FY19 PIPHO&GINGRICH DENTISTRY,Loan Funds - Direct,Urbana,Not Applicable,RURAL ECONOMIC DEVELOPMENT LOANS (ELECTRIC),Health Care and Social Assistance (62),19011,621210,OFFICES OF DENTISTS,Detailed Project Description Not Available,480000,1
2019,Iowa,Benton,02,Business Programs,Rural Energy for America Program Renewable Energy Systems and Energy Efficiency Improvement Loans and Grants,52315,Not Socially Vulnerable,FOLKMANN FARMS LLC,FY 19 35KW MISSION SOLAR,Grant Funds,Newhall,Not Applicable,"MAND. RENEW ENERFY SYSTEMS GRANTS UNDER $20,000","Agriculture, Forestry, Fishing and Hunting (11)",19011,112210,HOG AND PIG FARMING,Detailed Project Description Not Available,17339,1
2019,Iowa,Benton,02,Business Programs,Rural Energy for America Program Renewable Energy Systems and Energy Efficiency Improvement Loans and Grants,52315,Not Socially Vulnerable,"GREEN BRANCH FARMS, LTD",FY19 95.2KW MISSION SOLAR,Grant Funds,Newhall,Not Applicable,REAP-MANDATORY RENEW ENERGY SYST GRANTS,"Agriculture, Forestry, Fishing and Hunting (11)",19011,112120,DAIRY CATTLE AND MILK PRODUCTION,Detailed Project Description Not Available,42067,1
2019,Iowa,Benton,02,Business Programs,Rural Energy for America Program Renewable Energy Systems and Energy Efficiency Improvement Loans and Grants,52346,Not Socially Vulnerable,BENTON GRAIN COMPANY LLC,FY19 ZIMMERMAN40362 TOWERDRYER,Grant Funds,Van Horne,Not Applicable,"MAND.ENERGY EFFIC IMPROV GRANTS UNDER $20,000",Wholesale Trade (42),19011,424510,GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,Detailed Project Description Not Available,19671,1
